ITEM_ID,TITLE,GENRES
1800244355,Beyond Rangoon (1995),Adventure|Drama|War
1800249510,Blue in the Face (1995),Comedy|Drama
1800241413,Canadian Bacon (1995),Comedy|War
1800020871,Casper (1995),Adventure|Children
1800245323,Clockers (1995),Crime|Drama|Mystery
1800239356,Congo (1995),Action|Adventure|Mystery|Sci-Fi
1800238340,Crimson Tide (1995),Drama|Thriller|War
1800245783,Crumb (1994),Documentary
1800243949,Desperado (1995),Action|Romance|Western
1800246265,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
1800242003,Die Hard: With a Vengeance (1995),Action|Crime|Thriller
1800247887,"Doom Generation, The (1995)",Comedy|Crime|Drama
1800247640,Feast of July (1995),Drama
1800240294,First Knight (1995),Action|Drama|Romance
1800238858,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama
1800242917,Hackers (1995),Action|Adventure|Crime|Thriller
1800243873,Jeffrey (1995),Comedy|Drama
1800238822,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
1800238351,Judge Dredd (1995),Action|Crime|Sci-Fi
1800237709,Jury Duty (1995),Comedy
1800243797,Kids (1995),Drama
1800244365,Living in Oblivion (1995),Comedy
1800241401,Lord of Illusions (1995),Horror
1800238082,Mad Love (1995),Drama|Romance
1800245898,Mallrats (1995),Comedy|Romance
1800240440,Mighty Morphin Power Rangers: The Movie (1995),Action|Children
1800245194,Moonlight and Valentino (1995),Drama|Romance
1800244943,Mute Witness (1994),Comedy|Horror|Thriller
1800243791,Nine Months (1995),Comedy|Romance
1800245593,Party Girl (1995),Comedy
1800244785,"Prophecy, The (1995)",Fantasy|Horror|Mystery
1800242500,Safe (1995),Thriller
1800245765,"Scarlet Letter, The (1995)",Drama|Romance
1800024516,Showgirls (1995),Drama
1800239656,Smoke (1995),Comedy|Drama
1800242839,Something to Talk About (1995),Comedy|Drama|Romance
1800239389,Species (1995),Horror|Sci-Fi
1800245361,"Stars Fell on Henrietta, The (1995)",Drama
1800247074,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller
1800130822,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance
1800244806,"Tie That Binds, The (1995)",Thriller
1800247294,Three Wishes (1995),Drama|Fantasy
1800248971,Total Eclipse (1995),Drama|Romance
1800244882,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
1800243093,Under Siege 2: Dark Territory (1995),Action
1800245769,Unstrung Heroes (1995),Comedy|Drama
1800245442,"Walk in the Clouds, A (1995)",Drama|Romance
1800243052,Waterworld (1995),Action|Adventure|Sci-Fi
1800248116,White Man's Burden (1995),Drama
1800249972,Wild Bill (1995),Western
1800221493,"Browning Version, The (1994)",Drama
1800244571,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery
1800232991,Before the Rain (Pred dozhdot) (1994),Drama|War
1800230900,Before Sunrise (1995),Drama|Romance
1800231636,Billy Madison (1995),Comedy
1800342152,"Babysitter, The (1995)",Drama|Thriller
1800230921,Boys on the Side (1995),Comedy|Drama
1800237582,"Cure, The (1995)",Drama
1800231292,Circle of Friends (1995),Drama|Romance
1800226270,Clerks (1994),Comedy
1800234527,Don Juan DeMarco (1995),Comedy|Drama|Romance
1800228118,Disclosure (1994),Drama|Thriller
1800227905,Drop Zone (1994),Action|Thriller
1800234917,Destiny Turns on the Radio (1995),Comedy
1800229850,Death and the Maiden (1994),Drama|Thriller
1800238557,Dolores Claiborne (1995),Drama|Thriller
1800228066,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy
1800235947,Exotica (1994),Drama
1800220310,Exit to Eden (1994),Comedy
1800222974,Ed Wood (1994),Comedy|Drama
1800236989,French Kiss (1995),Action|Comedy|Romance
1800238549,Forget Paris (1995),Comedy|Romance
1800229903,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children
1800232958,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance
1800233541,Hideaway (1995),Thriller
1800021803,Fluke (1995),Children|Drama
1800240145,Gordy (1995),Children|Comedy|Fantasy
1800238448,The Glass Shield (1994),Crime|Drama
1800225372,Hoop Dreams (1994),Documentary
1800226254,Heavenly Creatures (1994),Crime|Drama
1800229750,Houseguest (1994),Comedy
1800230865,Immortal Beloved (1994),Drama|Romance
1800232247,Heavyweights (Heavy Weights) (1995),Children|Comedy
1800232945,"Hunted, The (1995)",Action
1800229628,I.Q. (1994),Comedy|Romance
1800227659,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
1800233324,Jefferson in Paris (1995),Drama
1800233320,"Jerky Boys, The (1995)",Comedy
1800228205,Junior (1994),Comedy|Sci-Fi
1800230930,Just Cause (1995),Mystery|Thriller
1800242431,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance
1800234519,Kiss of Death (1995),Crime|Drama|Thriller
1800121659,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1800228538,Little Women (1994),Drama
1800019910,"Little Princess, A (1995)",Children|Drama
1800204511,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance
1800227783,Legends of the Fall (1994),Drama|Romance|War|Western
1800234160,Major Payne (1995),Comedy
1800233539,Little Odessa (1994),Crime|Drama
1800218661,My Crazy Life (Mi vida loca) (1993),Drama
1800223023,Love Affair (1994),Drama|Romance
1800233383,Losing Isaiah (1995),Drama
1800225427,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi
1800232239,Man of the House (1995),Comedy
1800229308,Mixed Nuts (1994),Comedy
1800219588,Milk Money (1994),Comedy|Romance
1800238126,Miracle on 34th Street (1994),Drama
1800229709,Miami Rhapsody (1995),Comedy
1800238019,My Family (1995),Drama
1800228089,Murder in the First (1995),Drama|Thriller
1800231314,Nobody's Fool (1994),Comedy|Drama|Romance
1800229631,Nell (1994),Drama
1800235481,New Jersey Drive (1995),Crime|Drama
1800216539,Natural Born Killers (1994),Action|Crime|Thriller
1800221499,Only You (1994),Comedy|Romance
1800235461,Once Were Warriors (1994),Crime|Drama
1800230976,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
1800236797,"Perez Family, The (1995)",Comedy|Romance
1800235881,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
1800233344,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1800235796,Panther (1995),Drama
1800241421,Priest (1994),Drama
1800222990,Quiz Show (1994),Drama
1800235939,Picture Bride (Bijo photo) (1994),Drama|Romance
1800342120,"Quick and the Dead, The (1995)",Action|Thriller|Western
1800233322,Roommates (1995),Comedy|Drama
1800215480,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
1800239502,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
1800239317,Rent-a-Kid (1995),Comedy
1800237318,Stuart Saves His Family (1995),Comedy
1800230710,"Swan Princess, The (1994)",Animation|Children
1800239994,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
1800222259,"Specialist, The (1994)",Action|Drama|Thriller
1800261144,Stargate (1994),Action|Adventure|Sci-Fi
1800235258,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
1800223031,"Shawshank Redemption, The (1994)",Crime|Drama
1800229641,Shallow Grave (1994),Comedy|Drama|Thriller
1800237612,Swimming with Sharks (1995),Comedy|Drama
1800237139,"Sum of Us, The (1994)",Comedy|Drama
1800243201,National Lampoon's Senior Trip (1995),Comedy
1800232929,To Live (Huozhe) (1994),Drama
1800230645,Tank Girl (1995),Action|Comedy|Sci-Fi
1800231334,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
1800024802,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
1800231677,Tom & Viv (1994),Drama
1800236437,Village of the Damned (1995),Horror|Sci-Fi
1800235870,Tommy Boy (1995),Comedy
1800231499,Vanya on 42nd Street (1994),Drama
1800238682,Underneath (1995),Mystery|Thriller
1800203488,What's Eating Gilbert Grape (1993),Drama
1800243568,Virtuosity (1995),Action|Sci-Fi|Thriller
1800235872,While You Were Sleeping (1995),Comedy|Romance
1800225664,"War, The (1994)",Adventure|Drama|War
1800244741,Muriel's Wedding (1994),Comedy
1800025170,"Baby-Sitters Club, The (1995)",Children
1800201304,Ace Ventura: Pet Detective (1994),Comedy
1800222810,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
1808428955,Bitter Moon (1992),Drama|Film-Noir|Romance
1800221033,Bullets Over Broadway (1994),Comedy
1800217234,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
1800212909,"Client, The (1994)",Drama|Mystery|Thriller
1800218278,"Corrina, Corrina (1994)",Comedy|Drama|Romance
1800209568,Crooklyn (1994),Comedy|Drama
1800025366,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
1800228585,Cobb (1994),Drama
1800210877,"Flintstones, The (1994)",Children|Comedy|Fantasy
1800217371,Forrest Gump (1994),Comedy|Drama|Romance|War
1800206599,Four Weddings and a Funeral (1994),Comedy|Romance
1800231487,Higher Learning (1995),Drama
1800223292,I Like It Like That (1994),Comedy|Drama|Romance
1800213194,I Love Trouble (1994),Action|Comedy
1800217318,It Could Happen to You (1994),Comedy|Drama|Romance
1800227191,"Jungle Book, The (1994)",Adventure|Children|Romance
1800216534,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
1800212008,Little Buddha (1993),Drama
1800222436,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
1800215641,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
1800212880,Maverick (1994),Adventure|Comedy|Western
1800225374,Mrs. Parker and the Vicious Circle (1994),Drama
1800208166,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
1800209307,"Paper, The (1994)",Comedy|Drama
1800202506,Reality Bites (1994),Comedy|Drama|Romance
1800194542,Red Rock West (1992),Thriller
1800225384,Richie Rich (1994),Children|Comedy
1800228133,Safe Passage (1994),Drama
1800220730,"River Wild, The (1994)",Action|Thriller
1800212379,Speed (1994),Action|Romance|Thriller
1800225411,Speechless (1994),Comedy|Romance
1800219620,Timecop (1994),Action|Sci-Fi|Thriller
1800214928,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
1800212014,When a Man Loves a Woman (1994),Drama|Romance
1800215888,Wolf (1994),Drama|Horror|Romance|Thriller
1800341941,Wyatt Earp (1994),Western
1800229740,Bad Company (1995),Action|Crime|Drama
1800225792,S.F.W. (1994),Drama
1800226298,"Low Down Dirty Shame, A (1994)",Action|Comedy
1803471162,Boys Life (1995),Drama
1800219674,Jason's Lyric (1994),Crime|Drama
1800228525,Street Fighter (1994),Action|Adventure|Fantasy
1800238839,Coldblooded (1995),Comedy
1800371618,"Fear, The (1995)",Horror
1800231316,In the Mouth of Madness (1995),Horror|Thriller
1800205592,8 Seconds (1994),Drama
1800208766,Above the Rim (1994),Crime|Drama
1800198344,Addams Family Values (1993),Children|Comedy|Fantasy
1800210293,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
1800196315,"Age of Innocence, The (1993)",Drama
1800020107,Airheads (1994),Comedy
1800201725,"Air Up There, The (1994)",Comedy
1800196904,Another Stakeout (1993),Comedy|Thriller
1800210648,Bad Girls (1994),Western
1800342002,Barcelona (1994),Comedy|Romance
1800207026,Being Human (1993),Drama
1800197104,"Beverly Hillbillies, The (1993)",Comedy
1800211875,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
1800341930,Black Beauty (1994),Adventure|Children|Drama
1800202278,Blink (1994),Thriller
1800341948,Blown Away (1994),Action|Thriller
1800205053,Blue Chips (1994),Drama
1800222820,Blue Sky (1994),Drama|Romance
1800201943,Body Snatchers (1993),Horror|Sci-Fi|Thriller
1800194111,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
1800195932,"Bronx Tale, A (1993)",Drama
1800202667,Cabin Boy (1994),Comedy
1800194536,Calendar Girl (1993),Comedy|Drama
1800196701,Carlito's Way (1993),Crime|Drama
1800211859,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
1800209240,Clean Slate (1994),Comedy
1800190269,Cliffhanger (1993),Action|Adventure|Thriller
1800193151,Coneheads (1993),Comedy|Sci-Fi
1800218357,Color of Night (1994),Drama|Thriller
1800211470,Cops and Robbersons (1994),Comedy
1800210889,"Cowboy Way, The (1994)",Action|Comedy|Drama
1800201372,Dangerous Game (1993),Drama
1800190621,Dave (1993),Comedy|Romance
1800194750,Dazed and Confused (1993),Comedy
1800195627,Demolition Man (1993),Action|Adventure|Sci-Fi
1800061804,"Endless Summer 2, The (1994)",Adventure|Documentary
1800211319,Even Cowgirls Get the Blues (1993),Comedy|Romance
1800195719,Fatal Instinct (1993),Comedy
1800021683,Fearless (1993),Drama
1800214912,Fear of a Black Hat (1994),Comedy
1800209781,With Honors (1994),Comedy|Drama
1800196662,Flesh and Bone (1993),Drama|Mystery|Romance
1800213002,Widows' Peak (1994),Drama
1800194727,For Love or Money (1993),Comedy|Romance
1800191019,"Firm, The (1993)",Drama|Thriller
1800190862,Free Willy (1993),Adventure|Children|Drama
1800218329,Fresh (1994),Crime|Drama|Thriller
1803453994,"Fugitive, The (1993)",Thriller
1800201636,Geronimo: An American Legend (1993),Drama|Western
1800201477,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
1800212861,Getting Even with Dad (1994),Comedy
1800218792,"Good Man in Africa, A (1994)",Action|Adventure
1800190752,Guilty as Sin (1993),Crime|Drama|Thriller
1800193419,Hard Target (1993),Action|Adventure|Crime|Thriller
1800192737,Hot Shots! Part Deux (1993),Action|Comedy|War
1800239676,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
1800205155,"House of the Spirits, The (1993)",Drama|Romance
1800201930,House Party 3 (1994),Comedy
1800209275,"Hudsucker Proxy, The (1994)",Comedy
1800205262,I'll Do Anything (1994),Comedy|Drama
1800218321,In the Army Now (1994),Comedy|War
1800194255,In the Line of Fire (1993),Action|Thriller
1800201846,In the Name of the Father (1993),Drama
1800195756,What's Love Got to Do with It? (1993),Drama|Musical
1800209234,Jimmy Hollywood (1994),Comedy|Crime|Drama
1800195691,Judgment Night (1993),Action|Crime|Thriller
1800202853,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
1800193430,Kalifornia (1993),Drama|Thriller
1800216552,Killing Zoe (1994),Crime|Drama|Thriller
1800195702,King of the Hill (1993),Drama
1800213866,Lassie (1994),Adventure|Children
1800193490,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
1800190776,Life with Mikey (1993),Comedy
1800203499,Lightning Jack (1994),Comedy|Western
1800189499,Made in America (1993),Comedy
1800196571,Malice (1993),Thriller
1803242172,"Man Without a Face, The (1993)",Drama
1800195539,Manhattan Murder Mystery (1993),Comedy|Mystery
1800192888,Menace II Society (1993),Action|Crime|Drama
1800254684,Executive Decision (1996),Action|Adventure|Thriller
1800195515,Much Ado About Nothing (1993),Comedy|Romance
1800197291,Mr. Jones (1993),Drama|Romance
1800195924,Mr. Wonderful (1993),Comedy|Romance
1800197968,Mrs. Doubtfire (1993),Comedy|Drama
1800202080,Naked (1993),Drama
1800218172,"Next Karate Kid, The (1994)",Action|Children|Romance
1800209247,No Escape (1994),Action|Drama|Sci-Fi
1800215431,North (1994),Comedy
1800172587,Orlando (1992),Drama|Fantasy|Romance
1800197824,"Perfect World, A (1993)",Crime|Drama|Thriller
1800201616,Philadelphia (1993),Drama
1800198688,"Piano, The (1993)",Drama|Romance
1800194018,Poetic Justice (1993),Drama
1800194298,"Program, The (1993)",Action|Drama
1800222924,"Puppet Masters, The (1994)",Horror|Sci-Fi
1800224844,Radioland Murders (1994),Comedy|Mystery|Romance
1800204253,"Ref, The (1994)",Comedy
1800024204,"Remains of the Day, The (1993)",Drama|Romance
1800215464,Renaissance Man (1994),Comedy|Drama
1800192012,Rising Sun (1993),Action|Drama|Mystery
1800226359,"Road to Wellville, The (1994)",Comedy
1800196284,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
1800193033,Robin Hood: Men in Tights (1993),Comedy
1800201914,Romeo Is Bleeding (1993),Crime|Thriller
1803470400,Romper Stomper (1992),Action|Drama
1800195776,Ruby in Paradise (1993),Drama
1800198675,Rudy (1993),Drama
1800205324,Schindler's List (1993),Drama|War
1800218164,"Scout, The (1994)",Comedy|Drama
1800202260,Searching for Bobby Fischer (1993),Drama
1800193901,"Secret Garden, The (1993)",Children|Drama
1800205995,Serial Mom (1994),Comedy|Crime|Horror
1800216475,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
1800202232,Shadowlands (1993),Drama|Romance
1800199352,Short Cuts (1993),Drama
1800221025,"Simple Twist of Fate, A (1994)",Drama
1800209709,Sirens (1994),Drama
1800200871,Six Degrees of Separation (1993),Drama
1800191133,Sleepless in Seattle (1993),Comedy|Drama|Romance
1800189256,Sliver (1993),Thriller
1800037822,Blade Runner (1982),Action|Sci-Fi|Thriller
1800194102,Son in Law (1993),Comedy|Drama|Romance
1800195642,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
1800195171,Striking Distance (1993),Action|Crime
1800190780,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
1800207689,Surviving the Game (1994),Action|Adventure|Thriller
1800223006,Terminal Velocity (1994),Action|Mystery|Thriller
1800206651,Threesome (1994),Comedy|Romance
1800182038,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
1800198141,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
1800201702,Tombstone (1993),Action|Drama|Western
1800215924,Trial by Jury (1994),Crime|Drama|Thriller
1800192965,True Romance (1993),Crime|Thriller
1800224014,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
1807881851,Killer (Bulletproof Heart) (1994),Drama|Thriller
1800262435,Welcome to the Dollhouse (1995),Comedy|Drama
1800212957,Germinal (1993),Drama|Romance
1800204315,Chasers (1994),Comedy
1800210677,Cronos (1993),Drama|Horror
1800217347,Naked in New York (1994),Comedy|Romance
1800219788,Kika (1993),Comedy|Drama
1800211562,Little Big League (1994),Comedy|Drama
1800215607,Spanking the Monkey (1994),Comedy|Drama
1800218762,"Little Rascals, The (1994)",Children|Comedy
1800218150,Andre (1994),Adventure|Children|Drama
1800231178,"Brady Bunch Movie, The (1995)",Comedy
1800155161,Home Alone (1990),Children|Comedy
1800147492,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
1800341783,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
1800161524,Terminator 2: Judgment Day (1991),Action|Sci-Fi
1800155580,Dances with Wolves (1990),Adventure|Drama|Western
1800340927,Batman (1989),Action|Crime|Thriller
1800367822,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1804094938,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
1800341693,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
1800106376,Pinocchio (1940),Animation|Children|Fantasy|Musical
1800139980,Pretty Woman (1990),Comedy|Romance
1800231321,"Wild Bunch, The (1969)",Adventure|Western
1800221731,Love and a .45 (1994),Action|Comedy|Crime
1800240243,"Great Day in Harlem, A (1994)",Documentary
1800232135,"Bye Bye, Love (1995)",Comedy
1800268118,One Fine Day (1996),Drama|Romance
1800231853,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
1800256439,Fargo (1996),Comedy|Crime|Drama|Thriller
1800252197,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
1800251007,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
1800258846,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
1800258897,"Pallbearer, The (1996)",Comedy
1800258842,Jane Eyre (1996),Drama|Romance
1800247026,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
1800245006,"Aristocats, The (1970)",Animation|Children
1800254915,Two Much (1995),Comedy|Romance
1800254199,Ed (1996),Comedy
1800292062,My Favorite Season (1993),Drama
1800340533,"Modern Affair, A (1995)",Romance
1800256357,"Thin Line Between Love and Hate, A (1996)",Comedy
1800259142,"Last Supper, The (1995)",Drama|Thriller
1800257547,Primal Fear (1996),Crime|Drama|Mystery|Thriller
1800020142,All Dogs Go to Heaven 2 (1996),Adventure|Animation|Children|Fantasy|Musical|Romance
1800374128,Land and Freedom (Tierra y libertad) (1995),Drama|War
1800261943,"Family Thing, A (1996)",Comedy|Drama
1800256104,Sgt. Bilko (1996),Comedy
1800253758,Jack and Sarah (1995),Romance
1800255906,Girl 6 (1996),Comedy|Drama
1800254768,Diabolique (1996),Drama|Thriller
1800264844,Courage Under Fire (1996),Action|Crime|Drama|War
1800256345,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
1800258905,Moll Flanders (1996),Drama
1800259390,Dragonheart (1996),Action|Adventure|Fantasy
1800261902,Eddie (1996),Comedy
1800258169,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical
1800258471,Fear (1996),Thriller
1800256099,Kids in the Hall: Brain Candy (1996),Comedy
1800255254,Faithful (1996),Comedy
1800337871,Underground (1995),Comedy|Drama|War
1800334271,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996),Action
1800024725,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
1800031863,Barbarella (1968),Adventure|Comedy|Sci-Fi
1800264970,They Bite (1996),Comedy|Horror|Sci-Fi
1800302028,Some Folks Call It a Sling Blade (1993),Drama|Thriller
1800340716,"Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)",Drama|Mystery|Romance|Sci-Fi|Thriller
1800241087,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
