USER_ID,ITEM_ID,TRANSACTION_VALUE
59,1800023863,5
59,1800253182,5
59,1800420000,5
59,1800020664,5
59,1800363151,5
59,1800208166,5
59,1800024664,5
59,1800099442,5
59,1800250021,5
59,1800057265,5
59,1802761123,5
59,1800148719,5
59,1800026398,1
59,1802816711,5
59,1800208766,5
59,1802822645,5
59,1800288820,3
59,1800353477,5
59,1800279802,5
59,1800112667,5
62,1800019594,5
62,1800202853,5
62,1800217371,5
62,1800062915,5
62,1800379216,4
62,1800022581,5
62,1800161524,5
62,1800082735,5
62,1800121659,5
62,1803453994,5
62,1800359873,5
62,1800119695,4
63,1800340322,5
63,1800182293,4
63,1800021290,3
63,1800103151,5
63,1800223031,5
63,1800228585,5
64,1800022229,5
64,1800183197,5
64,1800306455,5
64,1800353571,2
66,1800267910,4
66,1800158607,5
66,1800341652,5
66,1800065666,5
66,1800109653,5
66,1800373145,4
66,1800018938,4
66,1800104240,5
66,1800018623,5
66,1800353559,5
66,1800253043,4
66,1800053311,5
66,1800022026,2
66,1800075456,5
66,1800247909,5
66,1800059880,5
66,1800082434,5
66,1800351979,5
66,1800197824,5
66,1800112049,5
67,1800351401,5
67,1800253345,1
67,1800193151,1
67,1800161524,5
67,1800018639,5
67,1800019004,1
67,1800019257,5
67,1800025780,1
67,1800215431,5
67,1800420407,5
67,1800361264,5
67,1800096752,1
67,1800018810,5
67,1800019665,5
67,1800258471,5
67,1800020333,5
67,1800019695,5
69,1800354935,5
69,1800353910,5
69,1800124137,5
69,1800019594,5
69,1808405886,1
69,1800240281,5
69,1800021959,5
69,1800235870,5
69,1800026398,5
73,1800020307,4
73,1800217371,5
73,1800026404,4
73,1800019304,5
73,1800201616,4
73,1800018938,4
74,1800238578,5
74,1800022581,5
74,1800161524,5
74,1800340927,5
74,1800359873,1
74,1800025652,5
74,1800200871,5
74,1800019111,5
74,1800353571,1
74,1800021531,5
74,1800023362,5
74,1800189499,5
74,1800026053,5
76,1800263585,3
76,1800174422,4
76,1800019246,4
76,1800131296,4
76,1800076081,4
76,1800212880,4
76,1800022654,4
76,1800296484,3
76,1800244920,5
76,1800115893,5
76,1807859421,4
76,1800112664,4
76,1800058326,5
76,1800021513,4
76,1800243052,1
76,1802821120,5
76,1800088353,5
76,1800071079,5
76,1800091730,4
76,1800252065,4
76,1800181940,4
76,1800055909,5
76,1800019111,4
76,1800340431,4
76,1800179562,5
76,1800113487,3
76,1800228205,3
76,1800125435,5
76,1800250043,5
76,1800021339,5
76,1800021319,4
76,1800340649,4
76,1800267501,4
76,1808411942,4
76,1800161266,4
76,1800112611,5
76,1800043163,5
76,1800022700,3
76,1800023863,4
76,1800148554,3
76,1800266274,4
76,1800214928,4
76,1802816217,5
76,1802814933,5
76,1800203488,5
76,1800161524,5
76,1800125918,4
76,1803470438,5
76,1800361191,5
76,1800050014,4
76,1800019714,4
76,1800136265,4
76,1800322020,4
76,1800054624,5
76,1800112642,4
76,1800050395,4
76,1800193490,3
76,1800283691,3
76,1800021677,5
76,1800231321,5
76,1800353825,4
76,1800196701,4
76,1800026205,4
76,1800109559,5
76,1802821765,4
76,1800103039,5
76,1800123116,4
76,1800233344,5
76,1800022982,5
76,1800024255,4
76,1800245898,5
76,1800112667,4
76,1800140642,4
76,1800174047,4
76,1800111258,5
76,1802834401,3
76,1800252071,4
76,1800192965,5
76,1802817783,4
76,1800080788,5
76,1800245829,4
76,1800205324,5
76,1800024141,5
76,1800150158,4
76,1800268547,4
76,1800227659,4
76,1800026322,4
76,1800070872,5
76,1800156420,4
76,1800039098,4
76,1800344656,4
76,1800062820,4
76,1800184005,4
76,1800353972,4
76,1800025486,3
76,1800419889,4
76,1800257547,4
76,1800071965,5
76,1800341652,3
76,1800080795,4
76,1800025462,5
76,1800021967,3
76,1800106663,5
76,1800148679,5
76,1800136897,4
76,1800216539,4
76,1800023508,4
76,1800062697,5
76,1800201702,4
76,1800024594,4
76,1800020296,4
76,1800024275,4
76,1800018964,5
76,1800222974,4
76,1800353749,5
76,1800023131,4
76,1800020102,4
76,1800024516,2
76,1800070046,4
76,1800018933,4
76,1800183637,5
76,1800115186,4
76,1800019151,3
76,1800022843,5
76,1800026582,4
76,1800060285,4
76,1800367822,5
76,1800173852,4
77,1800261928,5
77,1800128578,5
77,1800173050,5
77,1800026398,5
77,1800228066,5
77,1800020333,5
77,1800155161,5
77,1802761123,5
77,1800026231,3
78,1800020333,5
78,1800242003,5
78,1805535161,5
78,1800019671,5
78,1800019665,5
78,1800023374,5
78,1800353480,5
80,1800019594,5
80,1800179562,3
80,1800126213,1
80,1800026459,5
80,1800018639,4
80,1800108522,4
85,1800193274,4
85,1800019594,5
85,1800135371,5
85,1800119952,5
85,1800099368,4
85,1800019483,3
85,1800268955,4
85,1800103096,5
85,1800099377,5
85,1800040967,5
87,1800173050,1
87,1800020706,5
87,1800340965,1
87,1800355002,5
87,1800359985,5
88,1800026443,5
88,1800245686,5
88,1800019594,2
88,1800020664,5
88,1800023501,5
88,1800020374,4
88,1800025911,5
88,1800247298,5
88,1800372697,5
88,1800353825,5
88,1800354946,4
88,1800340649,5
90,1800019531,5
90,1800043163,5
90,1800233344,5
90,1800379216,4
95,1800367007,5
95,1800071965,5
95,1800354125,5
95,1800344656,4
95,1800353545,3
95,1800245829,5
95,1800420528,4
95,1800026643,4
96,1800202853,1
96,1800249529,5
96,1800341322,1
96,1800024725,5
97,1800264036,4
97,1800018639,4
97,1800024725,3
97,1800026231,4
97,1800026060,3
97,1800178964,4
97,1800024920,4
97,1800020489,4
97,1800250001,4
97,1800023362,3
97,1800024844,4
97,1800018710,4
97,1800196307,5
97,1800253182,4
97,1800420000,5
97,1800024664,3
97,1800420528,5
97,1802837000,4
97,1800025551,4
97,1800420407,5
97,1800204996,5
97,1800263264,4
97,1800194298,3
97,1800353825,4
97,1800353749,4
97,1800074095,4
97,1800018676,4
103,1800195515,4
103,1800141045,4
103,1800165386,5
103,1800019316,5
103,1800231292,4
103,1800024204,5
103,1800023604,5
103,1800252204,5
103,1800249202,4
103,1800181880,4
103,1800253365,4
103,1800206599,5
103,1800019214,5
103,1800021319,4
103,1800022403,5
105,1800267910,4
105,1800026398,4
105,1800019304,5
105,1800244920,5
105,1800018623,5
105,1800243088,5
105,1800256439,3
106,1800066832,5
106,1800127497,5
106,1800059368,5
106,1800096934,5
106,1800071536,5
106,1800068321,5
106,1800092955,5
106,1800120663,5
106,1800255845,5
111,1800257547,5
111,1800018964,5
111,1800217371,5
111,1800023786,5
111,1800025223,5
111,1800025551,5
111,1800350465,5
111,1800223031,5
111,1800236989,5
111,1800018623,5
111,1800071079,5
112,1800020664,4
112,1800222436,4
112,1802831059,3
112,1800126187,5
115,1800144533,5
115,1800207026,1
115,1800019042,1
115,1804288905,1
115,1800071729,1
115,1800018727,5
115,1800296484,1
115,1800165386,1
115,1800049677,1
115,1800307080,1
115,1800153918,1
115,1800243052,1
115,1800024802,4
115,1800042361,1
115,1800026393,1
115,1800249494,1
115,1800019361,5
115,1800351815,1
115,1800238839,1
115,1800181342,1
115,1800212861,1
115,1800350465,1
115,1800045201,1
115,1800024819,3
115,1800063562,1
115,1800022907,1
115,1800024816,5
115,1808434256,1
115,1800161524,5
115,1800097044,1
115,1800341322,1
115,1800026145,5
115,1802832073,1
115,1800351806,1
115,1800246889,1
115,1800024806,5
115,1800260787,1
115,1800354943,1
115,1800026582,1
115,1800019244,1
115,1800256362,1
115,1800097119,1
115,1800019162,1
115,1800032049,1
115,1800340563,1
115,1800019191,1
115,1800175356,5
115,1800099328,5
115,1800019304,1
115,1800025823,1
115,1800101568,1
115,1800139704,1
115,1800024823,5
115,1800360985,1
115,1800031863,1
115,1800134140,1
115,1800022155,1
115,1800197968,1
115,1800137971,5
115,1800022145,1
115,1800064203,1
115,1800039600,1
115,1800054624,1
115,1800196701,1
115,1800252048,1
115,1800202506,1
115,1800232135,1
115,1800189499,1
115,1800019598,1
115,1800021799,1
115,1800023978,1
115,1800024813,5
118,1800112611,5
118,1800024981,5
118,1800018632,5
118,1800112664,5
118,1800350597,4
118,1800112642,5
123,1800019594,5
123,1800272771,5
123,1800223023,5
123,1800227783,5
123,1800353749,5
123,1800025808,4
124,1800379216,4
124,1800192965,5
124,1800019457,5
124,1800121659,5
124,1800250043,5
124,1800340649,5
124,1800183637,5
124,1800373145,3
129,1800128578,5
129,1800019594,5
129,1800131296,4
129,1800024386,3
129,1800019512,4
129,1800244920,5
129,1802814933,5
129,1800161524,5
129,1800234527,4
129,1800020044,4
129,1800026145,4
129,1800024095,3
129,1802821120,4
129,1800026083,4
129,1800019777,3
129,1800191133,4
129,1800071079,5
129,1800350475,4
129,1800242917,3
129,1800022026,4
129,1800346141,4
129,1800018810,3
129,1800243201,4
129,1800134855,4
129,1802821765,4
129,1800350465,3
129,1800026053,5
129,1800018802,4
129,1800256439,5
131,1800134328,2
131,1800097470,4
131,1800354935,3
131,1800102263,5
131,1800037822,5
131,1800024802,2
131,1800245177,3
131,1800022106,3
131,1800068037,4
131,1800050522,5
131,1800201846,1
131,1800019802,2
131,1800351979,4
131,1800023134,2
131,1800139081,3
131,1800025812,3
131,1800019720,3
131,1800086951,4
131,1800046832,3
131,1800021967,5
131,1800023434,2
131,1800359873,2
131,1800068178,3
131,1800023508,3
131,1800073239,2
131,1800340581,4
131,1800230976,3
131,1800071425,4
131,1800020135,3
131,1800094269,4
131,1800155161,5
131,1800028388,3
131,1800060285,3
131,1800359665,4
131,1800256439,3
131,1800019929,4
131,1800068681,4
131,1800025962,4
131,1800097119,4
131,1800239356,1
131,1800019506,3
131,1800213194,4
131,1800361264,5
131,1800267501,4
131,1800175338,4
131,1800196307,4
131,1808411942,2
131,1800161266,4
131,1800026423,4
131,1800419889,4
131,1800259036,4
131,1800184149,2
131,1800019594,4
131,1800020752,2
131,1800248116,4
131,1800216539,1
131,1800277397,4
131,1800069385,4
131,1800061237,4
131,1800191019,3
131,1800341333,5
131,1800120351,4
131,1800022278,4
131,1800225411,4
131,1800024071,3
131,1800021799,3
131,1800253349,4
131,1800022843,3
131,1800342627,5
131,1800052326,3
131,1800124173,4
131,1800217234,4
131,1800064675,5
131,1800231314,5
131,1800025808,4
131,1800069218,4
131,1800036465,3
131,1800067855,4
131,1800077850,5
131,1800022369,4
131,1800235872,4
131,1800344656,3
131,1800062820,3
131,1800340649,4
131,1800139510,3
131,1800353518,4
131,1800112107,4
131,1800202260,5
131,1800257547,3
131,1800353817,2
131,1800256345,3
131,1800118494,2
131,1800192012,4
131,1800161524,5
131,1803242038,2
131,1800354770,3
131,1800228066,4
131,1800050014,4
131,1800041299,4
131,1800245796,5
131,1800340333,3
131,1800024300,4
131,1800159233,4
131,1800084394,2
131,1800213866,3
131,1800021531,4
131,1800019665,5
131,1800020413,4
131,1800026205,1
131,1800048705,2
131,1802821765,3
131,1800025977,3
131,1800019154,4
131,1800212880,4
131,1800294557,1
131,1800019244,4
131,1800065666,3
131,1802830366,4
131,1800117873,4
131,1800341742,4
131,1800172505,4
131,1800156420,3
131,1800018844,3
131,1800024844,4
131,1800075296,4
131,1800022155,3
131,1800025331,5
131,1800098409,3
131,1800021161,2
131,1800258211,4
131,1800049440,3
131,1800034299,5
131,1800228118,4
131,1800079223,4
131,1800041499,4
131,1800108021,5
131,1800095856,4
131,1800066206,3
131,1800045289,2
131,1800201702,5
131,1800165349,4
131,1800019794,4
131,1800148719,2
131,1800283691,3
131,1800354125,4
131,1800026398,5
131,1800227783,3
131,1800068554,4
131,1800082075,5
131,1800138077,5
131,1800076081,3
131,1800252071,2
131,1800020267,4
131,1800153918,4
131,1800024725,3
131,1800026393,3
131,1800060404,4
131,1800134285,3
131,1800019111,4
131,1800148506,5
131,1800240294,4
131,1800038178,4
131,1800290380,3
131,1800029150,3
131,1800285442,3
131,1800183620,3
131,1800020345,4
131,1800367007,3
131,1800214928,4
131,1800340643,3
131,1800308320,3
131,1800025780,3
131,1800201304,3
131,1800352357,2
131,1800103924,2
131,1800364042,3
131,1800020981,3
131,1800272771,4
131,1800018964,2
131,1800035718,4
131,1800183448,4
131,1800018916,3
131,1800268955,2
131,1800141045,5
131,1800113453,4
131,1800042778,4
131,1800119665,4
131,1800244920,5
131,1800019301,4
131,1800106078,4
131,1800363143,3
131,1800051995,4
131,1800340665,4
131,1800024141,5
131,1800049037,4
131,1800236989,4
131,1800032049,4
131,1800227659,3
131,1800070872,3
131,1800085350,4
131,1800178964,4
131,1800096096,5
131,1800135311,2
131,1800250043,3
131,1804383552,3
131,1800124394,4
131,1800365932,3
131,1800341783,5
131,1800187398,4
131,1800137971,4
131,1800124175,4
131,1802957224,4
131,1800220310,2
131,1800024682,3
131,1800161283,3
131,1800245765,1
131,1800019457,3
131,1800026887,2
131,1802814933,3
131,1800076004,3
131,1800261144,4
131,1800245006,4
131,1800147492,4
131,1800111275,4
131,1800084714,3
131,1800379216,5
131,1800235870,4
131,1800151054,4
131,1800020333,4
131,1800124781,5
131,1800342120,3
131,1800367822,4
131,1800107656,4
131,1800050089,3
131,1800019246,2
131,1800019955,2
131,1800018999,2
131,1800118520,5
131,1800223031,5
131,1800189256,2
131,1800071079,5
131,1800353483,3
131,1800381572,4
131,1804104841,2
131,1800228205,3
131,1800018733,3
131,1800266255,4
131,1800087921,2
131,1800342143,4
131,1800169924,3
131,1800105827,5
131,1800193940,4
131,1800184387,3
131,1800019316,4
131,1800018867,4
131,1800110712,2
131,1800025762,5
131,1800322038,2
131,1800096217,5
131,1800086295,5
131,1800019489,3
131,1800040967,2
131,1800222259,3
131,1800074095,3
131,1800307876,4
131,1800024806,5
131,1800020867,5
131,1800111838,3
131,1800092955,5
131,1800205324,5
131,1800021618,2
131,1803242069,4
131,1800022815,3
131,1800021096,4
131,1800071536,5
131,1800034427,3
131,1800552752,4
131,1800286741,3
131,1800182364,4
131,1800218357,2
131,1800023362,2
131,1800049346,3
131,1800110377,5
131,1800116386,3
131,1800045221,4
131,1800062243,3
131,1800131997,3
131,1800251063,3
131,1800046058,5
131,1800022015,4
131,1800194255,4
131,1800019218,5
131,1803453994,4
131,1800120902,4
131,1800119695,5
131,1800255845,3
131,1800129014,3
131,1800025551,5
131,1802761123,4
131,1800023122,3
131,1804408964,4
131,1800131033,3
131,1800026758,1
131,1800174422,4
131,1800261957,4
131,1800018600,3
131,1800028321,4
131,1800242003,5
131,1800240440,5
131,1800019084,3
131,1800322054,4
131,1800139450,4
131,1800049350,3
131,1800044667,2
131,1800264844,1
131,1800046032,4
131,1800063562,4
131,1800340805,4
131,1800324868,2
131,1800078893,3
131,1800021959,4
131,1800100945,4
131,1800341652,4
131,1800365641,2
131,1800299230,3
131,1800252497,4
131,1800353813,3
131,1800018654,3
131,1800281903,2
131,1800137518,4
131,1800019714,3
131,1800060680,3
131,1800340656,3
131,1800128634,4
131,1800275609,4
131,1800019695,5
131,1800073864,2
131,1800160207,3
131,1800037257,4
131,1800071524,4
131,1800024967,5
131,1800177441,4
131,1800131296,5
131,1800113505,4
131,1800025993,4
131,1800050207,3
131,1800102868,3
131,1800341717,2
131,1800093913,4
131,1800026699,1
131,1800353395,4
131,1800053569,2
131,1800019214,4
131,1800020600,3
131,1800112338,2
131,1800253182,3
131,1800022700,4
131,1800106376,5
131,1802837507,5
131,1800026954,4
131,1800249512,2
131,1800179510,3
131,1800107018,2
131,1800282126,3
131,1800247298,5
131,1800124733,4
131,1800139980,4
131,1800238340,3
131,1800073733,4
131,1800264757,3
131,1800066447,2
131,1800023997,4
131,1800019151,4
131,1800191727,5
131,1800267910,3
131,1800071729,4
131,1800131889,5
131,1802821120,2
131,1800186766,3
131,1800026106,4
131,1800104808,3
131,1800030906,5
131,1800018548,4
131,1800019483,2
131,1800105380,4
131,1800019080,3
131,1800046857,2
131,1800048758,5
131,1800099377,4
131,1800107735,4
131,1800181342,1
131,1800262174,3
131,1800020107,3
131,1800025486,4
131,1800128578,4
131,1800024816,5
131,1803470438,2
131,1800340927,5
131,1800420407,4
131,1800074038,5
131,1800047766,5
131,1800086535,4
131,1800059368,5
131,1800082735,5
131,1800177888,3
131,1800288820,5
131,1800052003,2
131,1800064784,5
131,1800019172,3
131,1800238549,4
131,1800111258,5
131,1800071144,4
131,1800258901,3
131,1800248072,4
131,1800020044,4
131,1800341693,5
131,1800317050,5
131,1800060578,3
131,1800090455,2
131,1800024381,3
131,1800025601,4
131,1800195627,4
131,1800019304,5
131,1800045301,4
131,1800059880,3
131,1800061638,5
131,1800139704,3
131,1800098606,3
131,1800026053,4
131,1800023863,4
131,1800148554,2
131,1800059246,4
131,1800381592,4
131,1800064203,3
131,1800238182,3
131,1800056641,3
131,1800104525,4
131,1800095415,3
131,1800211859,4
131,1800068321,4
131,1800026714,3
131,1800062272,3
131,1800121740,4
131,1800354058,3
131,1800024813,4
131,1804094938,5
131,1800127966,3
131,1800113429,2
131,1800024687,3
131,1800046320,4
131,1800023559,5
131,1800135810,4
131,1800296484,3
131,1800018938,2
131,1800065467,3
131,1800033637,3
131,1800261928,5
131,1803242673,4
131,1800105199,4
131,1800024920,4
131,1800022746,5
131,1800120895,4
131,1800022089,5
131,1800116304,4
131,1800210648,3
131,1800185256,4
131,1800212379,4
131,1800023374,3
131,1800024968,3
131,1800363789,3
131,1800033580,5
131,1800212909,4
131,1800221317,4
131,1800024791,4
131,1803242036,4
131,1800022581,2
131,1800122300,5
131,1800097044,2
131,1800083037,4
131,1800074058,3
131,1800025778,3
131,1800093660,4
131,1800136265,5
131,1800066945,4
131,1800111098,4
131,1800227191,4
131,1800353825,5
131,1800037921,5
131,1800094409,3
131,1800235258,4
131,1800090239,4
131,1800024255,4
131,1800140642,5
131,1800026443,5
131,1800211875,4
131,1800081672,4
131,1800019512,4
131,1800201616,4
131,1800119952,2
131,1800230930,4
131,1800023269,3
131,1800020307,4
131,1800060243,5
131,1800028419,3
131,1800099328,4
131,1800222990,3
131,1800340589,4
131,1805535161,3
131,1800023589,3
131,1800021642,4
131,1800127070,4
131,1800190780,2
131,1800195515,4
131,1800255291,4
131,1800340551,3
131,1800110305,5
131,1800032653,3
131,1800166123,3
131,1800102800,3
131,1800020245,4
131,1800092961,2
131,1800191133,4
131,1800019739,4
131,1800217371,4
131,1800171299,3
131,1800154968,2
131,1800106578,4
131,1800020102,4
131,1800078873,1
131,1800093269,3
131,1800049043,3
131,1800170513,2
131,1800243052,4
131,1800041643,2
131,1800042361,4
131,1800353910,4
131,1800340533,4
131,1800026526,2
131,1800020133,4
131,1800124151,5
131,1800202853,5
131,1800340431,3
131,1800019361,3
131,1800096934,3
131,1800182038,3
131,1800104151,4
131,1800018591,4
131,1800076849,5
131,1800112611,4
131,1800177930,4
131,1800110524,2
131,1800034472,3
131,1800306474,4
131,1800089654,4
131,1800198675,3
131,1800085992,4
131,1800080795,3
131,1800106990,3
131,1802837000,4
131,1800112852,4
131,1800373145,4
131,1800026145,5
131,1800074772,4
131,1800075487,4
131,1800020455,4
131,1800099368,2
131,1800102594,5
131,1800098259,3
131,1800171038,4
131,1800024769,2
131,1800190269,4
131,1800255263,5
131,1800115893,5
131,1800112664,4
131,1800088353,4
131,1800088704,2
131,1800173050,4
131,1800306085,2
131,1800155924,4
131,1800243172,4
131,1800041542,3
131,1800024823,4
131,1800103151,3
131,1800353541,4
131,1800116994,5
131,1800143748,4
131,1800197968,4
131,1800127037,4
131,1800107011,2
131,1800141720,5
131,1800018967,5
131,1800023966,2
131,1800299048,3
131,1800239389,3
131,1800024701,4
131,1800113024,4
131,1800216534,5
131,1800193033,3
131,1800057265,5
131,1800098864,3
131,1800132578,3
131,1800054624,2
131,1800378060,3
131,1800066832,5
131,1800107071,3
131,1800023786,3
131,1800317443,3
131,1800082796,2
132,1800267910,1
132,1800049350,5
132,1800020345,1
132,1800203499,1
132,1800019078,1
132,1800233383,1
134,1800019594,5
134,1800249953,5
134,1800021531,5
134,1800023362,5
134,1803453994,5
134,1800026145,5
134,1800024145,5
134,1800127119,5
134,1800353817,5
134,1800022996,5
134,1800201304,5
134,1800215641,5
134,1800026205,5
144,1800245686,5
144,1800068492,5
144,1800359669,3
144,1800215641,5
144,1800141720,4
144,1800022654,5
144,1800228066,5
144,1800340322,5
144,1800057265,5
144,1800028321,5
144,1800201304,5
144,1800196904,4
144,1800071079,5
144,1800020307,5
144,1800022996,4
144,1800217371,5
144,1800019665,5
144,1800026205,5
144,1800020333,3
144,1800185780,5
144,1805535161,4
144,1800059423,5
144,1800025486,5
154,1800359669,4
154,1800071729,5
154,1800022654,4
154,1800019244,5
154,1800192965,5
154,1800245829,5
154,1800243052,4
154,1800194750,5
154,1800242003,5
154,1800150158,4
154,1800025909,3
154,1800026237,5
154,1802821120,4
154,1800021618,5
154,1800227659,5
154,1800105380,4
154,1800202853,4
154,1800022996,4
154,1800018844,3
154,1800022746,4
154,1800020107,4
154,1800018761,3
154,1800116994,5
154,1800197968,4
154,1800169924,5
154,1800245686,4
154,1800253182,5
154,1800020345,5
154,1800024682,3
154,1800215641,4
154,1800023257,5
154,1803470438,3
154,1800340927,4
154,1800033734,5
154,1800025652,4
154,1800025223,5
154,1800201304,4
154,1800024145,5
154,1800054624,5
154,1800238182,4
154,1800279640,5
154,1800263264,5
154,1800350475,5
154,1800350842,4
154,1800227783,5
154,1800026205,5
154,1800177888,4
154,1800018578,4
154,1800233344,5
154,1800260787,5
154,1800183213,4
154,1800231636,5
155,1800112611,5
155,1800025838,5
155,1800021539,4
155,1800259036,5
155,1800019594,5
155,1800019246,5
155,1800353550,5
155,1804288905,5
155,1800214928,5
155,1800283275,4
155,1800023501,5
155,1800065515,5
155,1800026145,5
155,1800193419,4
155,1800372697,5
155,1800074197,5
155,1800215888,4
155,1800024255,5
155,1800359665,3
155,1800104649,5
157,1800086234,5
157,1800018964,5
157,1800353813,1
157,1800022089,5
158,1800351401,5
158,1800190862,5
158,1800021290,5
158,1800022145,5
159,1800217371,5
159,1802814933,5
159,1800018654,5
159,1802821765,5
159,1800071079,5
161,1800107656,5
161,1803470438,4
161,1800201304,3
161,1800354175,1
161,1802956884,5
161,1800019111,3
161,1800022996,4
161,1800060243,5
161,1800264757,3
161,1800025486,3
161,1800066045,4
161,1800025331,4
162,1800184255,5
162,1800043163,5
162,1800110201,1
162,1800365183,5
162,1800160207,5
162,1800070046,5
162,1800019929,4
162,1800322020,5
163,1800202853,5
163,1800217371,5
163,1800379216,3
163,1800216534,5
163,1800022089,5
163,1800024141,5
163,1800060404,5
164,1800268118,5
164,1800217371,5
164,1800120902,5
164,1800026869,5
164,1800025180,2
164,1800019304,5
165,1800252204,4
165,1800019031,5
165,1800026398,5
165,1800226254,5
165,1800022337,4
165,1800069385,5
167,1800172505,5
167,1800272771,5
167,1800129991,5
167,1800340370,4
167,1800018967,5
167,1800122035,5
167,1800107735,5
167,1802837000,5
170,1800264356,5
170,1800184149,4
170,1800019955,4
170,1800018639,5
170,1800018991,4
170,1800018810,5
170,1800022676,5
170,1800026332,5
170,1802816835,5
170,1800019427,5
172,1800020522,5
172,1800019388,5
172,1800023501,5
172,1800026019,5
172,1800020133,5
172,1800055909,5
172,1800202853,5
172,1800195741,5
172,1800350842,5
172,1800082735,5
172,1800354088,5
172,1800053000,5
172,1800174285,5
172,1800082796,3
173,1800243172,5
173,1800177930,5
173,1800020133,5
173,1800020135,5
173,1800351137,1
173,1805535161,5
173,1800235872,5
182,1800129031,5
182,1800089031,4
182,1800288820,5
182,1800363151,5
182,1800078978,5
188,1800024967,5
188,1800019506,1
188,1800020928,4
188,1800171538,1
188,1800020715,4
189,1800193274,5
189,1800107656,5
189,1800267910,5
189,1800212014,1
189,1800352372,5
189,1800135810,5
189,1800019955,5
189,1800258846,4
189,1800021513,5
189,1800109653,5
189,1800088536,3
189,1800018938,3
189,1800065467,5
189,1800026231,5
189,1800060404,5
189,1800020133,5
189,1800030906,5
189,1800202853,5
189,1800062915,5
189,1800068037,5
189,1800228205,5
189,1800121659,5
189,1800022089,5
189,1800128578,5
189,1800353817,5
189,1800195914,3
189,1800256345,5
189,1803242036,5
189,1800022581,5
189,1800080795,5
